date,segment_id,asset_type,base_daily_hazard,grade3_defects_previous_90d,overdue_tasks_active,age_years,freight_density_class,monsoon_exposure,monsoon_month,grade3_cluster_multiplier,monsoon_multiplier,freight_age_multiplier,overdue_multiplier,total_hazard_multiplier,daily_failure_hazard
2024-01-05,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-05,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-01-05,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-05,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-05,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-05,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-05,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-05,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-05,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-01-05,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-05,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-05,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-05,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-05,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-05,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-05,SEG-032,Track,0.0007,0,0,35,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.0012687500000000001
2024-01-05,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-05,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-05,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-01-05,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-01-05,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-01-05,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-05,SEG-039,S&T,0.0005,0,1,39,Medium,High,0,1.0,1.0,1.0,1.5,2.71875,0.001359375
2024-01-05,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-05,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-01-05,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-01-05,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-05,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-05,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-05,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-01-05,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-05,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-01-05,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-05,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-01-06,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-06,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-06,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-01-06,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-06,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-06,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-06,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-06,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-06,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-06,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-06,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-01-06,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-06,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-06,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-01-06,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-06,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-01-06,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-06,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-06,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-06,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-06,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-01-06,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-06,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-06,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-06,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-06,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-06,SEG-032,Track,0.0007,0,0,35,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.0012687500000000001
2024-01-06,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-06,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-06,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-01-06,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-01-06,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-01-06,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-06,SEG-039,S&T,0.0005,0,1,39,Medium,High,0,1.0,1.0,1.0,1.5,2.71875,0.001359375
2024-01-06,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-01-06,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-01-06,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-06,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-06,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-06,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-01-06,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-06,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-01-06,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-06,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-01-07,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-07,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-07,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-01-07,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-07,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-07,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-07,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-07,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-07,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-07,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-07,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-01-07,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-07,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-07,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-01-07,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-07,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-01-07,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-07,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-07,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-07,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-07,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-01-07,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-07,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-07,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-07,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-07,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-07,SEG-032,Track,0.0007,0,0,35,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.0012687500000000001
2024-01-07,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-07,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-07,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-01-07,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-01-07,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-01-07,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-07,SEG-039,S&T,0.0005,0,1,39,Medium,High,0,1.0,1.0,1.0,1.5,2.71875,0.001359375
2024-01-07,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-01-07,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-01-07,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-07,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-07,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-07,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-01-07,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-07,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-01-07,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-07,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-01-08,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-08,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-08,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-01-08,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-08,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-08,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-08,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-08,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-08,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-08,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-08,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-01-08,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-08,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-08,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-01-08,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-08,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-01-08,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-08,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-08,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-08,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-08,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-01-08,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-08,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-08,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-08,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-08,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-08,SEG-032,Track,0.0007,0,0,35,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.0012687500000000001
2024-01-08,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-08,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-08,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-01-08,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-01-08,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-01-08,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-08,SEG-039,S&T,0.0005,0,1,39,Medium,High,0,1.0,1.0,1.0,1.5,2.71875,0.001359375
2024-01-08,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-01-08,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-01-08,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-08,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-08,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-08,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-01-08,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-08,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-01-08,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-08,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-01-09,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-09,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-01-09,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-09,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-01-09,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-09,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-09,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-01-09,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-09,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-09,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-09,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-09,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-01-09,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-09,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-01-09,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-09,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-01-09,SEG-017,Traction/OHE,0.00055,0,0,15,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-09,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-01-09,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-01-09,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-09,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-09,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-09,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-09,SEG-024,Traction/OHE,0.00055,0,0,27,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-09,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-01-09,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-01-09,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-01-09,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-01-09,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-01-09,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-01-09,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-01-09,SEG-032,Track,0.0007,0,0,35,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.0012687500000000001
2024-01-09,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-01-09,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
